date,transaction_id,customer_id,product_type,state,is_new_customer,transaction_status,is_injected,anomaly_label
2024-10-09 12:17:00,T000791,C0114,credit_card,AZ,False,approved,False,
2024-10-09 12:43:00,T000133,C0006,mortgage,OH,True,denied,False,
2024-10-09 13:01:00,T000700,C0191,personal_loan,OH,False,approved,False,
2024-10-09 13:11:00,T000010,C0263,mortgage,WA,False,approved,False,
2024-10-09 13:18:00,T000359,C0260,personal_loan,CA,False,approved,False,
2024-10-09 14:38:00,T000891,C0209,auto_loan,IL,False,approved,False,
2024-10-09 14:47:00,T000588,C0010,credit_card,CA,False,approved,False,
2024-10-09 15:24:00,T000674,C0160,credit_card,TX,True,approved,False,
2024-10-09 15:53:00,T000033,C0219,auto_loan,AZ,False,approved,False,
2024-10-09 16:26:00,T000695,C0161,credit_card,WA,False,approved,False,
2024-10-09 17:14:00,T000581,C0103,personal_loan,IL,False,denied,False,
2024-10-09 17:29:00,T000172,C0151,personal_loan,AZ,False,approved,False,
2024-10-09 17:43:00,T000910,C0293,credit_card,CA,False,approved,False,
2024-10-09 23:45:00,T000243,C0300,personal_loan,TX,False,approved,False,
2024-10-10 06:22:00,T000258,C0139,auto_loan,FL,False,approved,False,
2024-10-10 09:21:00,T000310,C0273,auto_loan,OH,False,approved,False,
2024-10-10 10:36:00,T000808,C0105,personal_loan,AZ,False,approved,False,
2024-10-10 12:05:00,T000516,C0237,mortgage,GA,True,approved,False,
2024-10-10 13:49:00,T000322,C0248,personal_loan,WA,False,approved,False,
2024-10-10 14:44:00,T000583,C0004,credit_card,IL,False,denied,False,
2024-10-10 15:28:00,T000171,C0097,credit_card,TX,False,approved,False,
2024-10-10 15:47:00,T000580,C0071,auto_loan,WA,False,approved,False,
2024-10-10 16:24:00,T000480,C0098,mortgage,CA,False,approved,False,
2024-10-10 16:31:00,T000460,C0214,auto_loan,NY,True,denied,False,
2024-10-10 19:19:00,T000818,C0016,auto_loan,IL,False,approved,False,
2024-10-11 08:39:00,T000784,C0188,credit_card,GA,False,approved,False,
2024-10-11 08:46:00,T000873,C0127,personal_loan,TX,False,approved,False,
2024-10-11 10:12:00,T000778,C0044,auto_loan,AZ,False,approved,False,
2024-10-11 10:25:00,T000120,C0273,mortgage,TX,True,approved,False,
2024-10-11 10:38:00,T000313,C0030,personal_loan,AZ,False,approved,False,
2024-10-11 11:05:00,T000538,C0296,mortgage,FL,False,denied,False,
2024-10-11 11:11:00,T000724,C0269,credit_card,CA,False,approved,False,
2024-10-11 11:36:00,T000365,C0207,personal_loan,GA,False,approved,False,
2024-10-11 11:46:00,T000418,C0103,credit_card,GA,True,denied,False,
2024-10-11 13:15:00,T000501,C0058,mortgage,NY,False,approved,False,
2024-10-11 14:55:00,T000198,C0134,auto_loan,OH,False,approved,False,
2024-10-11 15:10:00,T000863,C0258,mortgage,WA,False,approved,False,
2024-10-11 19:15:00,T000497,C0172,auto_loan,TX,False,approved,False,
2024-10-11 21:22:00,T000726,C0058,mortgage,CO,True,approved,False,
2024-10-12 08:41:00,T000783,C0295,auto_loan,AZ,False,approved,False,
2024-10-12 10:20:00,T000705,C0129,auto_loan,WA,True,approved,False,
2024-10-12 10:52:00,T000434,C0085,auto_loan,NY,False,denied,False,
2024-10-12 11:07:00,T000018,C0222,mortgage,TX,False,denied,False,
2024-10-12 11:17:00,T000670,C0121,personal_loan,NY,True,approved,False,
2024-10-12 12:12:00,T000436,C0133,credit_card,FL,False,approved,False,
2024-10-12 12:47:00,T000759,C0162,mortgage,TX,False,approved,False,
2024-10-12 13:52:00,T000074,C0074,personal_loan,TX,True,approved,False,
2024-10-12 13:59:00,T000414,C0180,auto_loan,GA,False,approved,False,
2024-10-12 15:05:00,T000443,C0018,credit_card,FL,False,denied,False,
2024-10-12 15:37:00,T000221,C0286,mortgage,FL,False,denied,False,
2024-10-12 16:32:00,T000874,C0184,auto_loan,GA,False,approved,False,
2024-10-12 18:00:00,T000386,C0072,mortgage,NY,True,denied,False,
2024-10-12 21:25:00,T000157,C0059,credit_card,AZ,False,approved,False,
2024-10-13 03:04:00,T000329,C0247,mortgage,TX,False,approved,False,
2024-10-13 07:39:00,T000100,C0022,auto_loan,NY,False,approved,False,
2024-10-13 08:12:00,T000721,C0071,auto_loan,GA,False,approved,False,
2024-10-13 09:19:00,T000769,C0153,auto_loan,AZ,False,approved,False,
2024-10-13 11:14:00,T000528,C0190,mortgage,TX,False,approved,False,
2024-10-13 11:52:00,T000241,C0070,credit_card,NY,True,approved,False,
2024-10-13 12:14:00,T000823,C0156,personal_loan,CO,False,approved,False,
2024-10-13 13:04:00,T000834,C0228,credit_card,AZ,False,approved,False,
2024-10-13 13:07:00,T000118,C0072,mortgage,GA,False,approved,False,
2024-10-13 13:39:00,T000604,C0140,personal_loan,NY,False,approved,False,
2024-10-13 15:36:00,T000620,C0093,mortgage,WA,False,denied,False,
2024-10-13 15:44:00,T000462,C0172,mortgage,FL,False,approved,False,
2024-10-13 16:32:00,T000306,C0125,auto_loan,WA,False,approved,False,
2024-10-13 17:20:00,T000408,C0117,credit_card,TX,False,approved,False,
2024-10-13 17:20:00,T000682,C0088,personal_loan,NY,True,approved,False,
2024-10-14 00:48:00,T000273,C0062,personal_loan,GA,False,approved,False,
2024-10-14 06:44:00,T000182,C0082,mortgage,CA,False,approved,False,
2024-10-14 07:42:00,T000752,C0068,auto_loan,OH,False,approved,False,
2024-10-14 09:28:00,T000457,C0266,personal_loan,TX,True,approved,False,
2024-10-14 09:32:00,T000536,C0179,auto_loan,TX,True,approved,False,
2024-10-14 11:50:00,T000058,C0113,auto_loan,GA,False,approved,False,
2024-10-14 15:09:00,T000522,C0047,auto_loan,GA,False,approved,False,
2024-10-14 16:20:00,T000924,C0017,personal_loan,OH,True,approved,False,
2024-10-14 16:53:00,T000357,C0096,credit_card,GA,False,approved,False,
2024-10-14 16:58:00,T000884,C0181,personal_loan,CA,False,approved,False,
2024-10-14 17:44:00,T000390,C0191,personal_loan,NY,False,approved,False,
2024-10-14 20:14:00,T000256,C0014,personal_loan,FL,True,approved,False,
2024-10-15 06:04:00,T000847,C0182,auto_loan,NY,False,approved,False,
2024-10-15 07:03:00,T000533,C0115,credit_card,GA,False,denied,False,
2024-10-15 10:31:00,T000532,C0258,personal_loan,AZ,False,approved,False,
2024-10-15 10:53:00,T000623,C0181,credit_card,CA,False,approved,False,
2024-10-15 12:03:00,T000083,C0256,credit_card,GA,False,approved,False,
2024-10-15 12:27:00,T000041,C0115,personal_loan,CA,True,approved,False,
2024-10-15 13:04:00,T000350,C0233,mortgage,FL,True,approved,False,
2024-10-15 13:24:00,T000750,C0295,auto_loan,CO,False,approved,False,
2024-10-15 14:23:00,T000287,C0300,credit_card,CA,False,approved,False,
2024-10-15 15:24:00,T000467,C0075,personal_loan,CO,True,approved,False,
2024-10-15 16:38:00,T000187,C0222,credit_card,OH,False,approved,False,
2024-10-15 17:48:00,T000178,C0153,mortgage,WA,False,approved,False,
2024-10-16 08:35:00,T000168,C0020,mortgage,CA,False,approved,False,
2024-10-16 08:42:00,T000685,C0236,auto_loan,TX,False,approved,False,
2024-10-16 08:48:00,T000908,C0276,credit_card,NY,False,approved,False,
2024-10-16 10:07:00,T000259,C0142,credit_card,CA,False,approved,False,
2024-10-16 11:48:00,T000703,C0237,credit_card,GA,False,denied,False,
2024-10-16 12:49:00,T000262,C0219,auto_loan,GA,False,approved,False,
2024-10-16 13:05:00,T000230,C0206,credit_card,TX,True,approved,False,
2024-10-16 13:07:00,T000544,C0179,credit_card,WA,True,approved,False,
2024-10-16 13:15:00,T000411,C0180,personal_loan,NY,False,approved,False,
2024-10-16 14:44:00,T000661,C0197,credit_card,IL,False,approved,False,
2024-10-16 15:03:00,T000704,C0131,personal_loan,AZ,False,denied,False,
2024-10-16 19:15:00,T000761,C0165,credit_card,CA,True,approved,False,
2024-10-17 11:20:00,T000912,C0090,personal_loan,CA,False,approved,False,
2024-10-17 12:08:00,T000253,C0048,mortgage,TX,True,approved,False,
2024-10-17 12:13:00,T000392,C0131,personal_loan,OH,False,denied,False,
2024-10-17 14:25:00,T000564,C0258,mortgage,FL,False,denied,False,
2024-10-17 14:28:00,T000251,C0171,auto_loan,TX,False,approved,False,
2024-10-17 14:56:00,T000023,C0008,auto_loan,WA,True,approved,False,
2024-10-17 15:49:00,T000635,C0081,personal_loan,TX,False,approved,False,
2024-10-17 17:47:00,T000349,C0225,mortgage,OH,True,approved,False,
2024-10-17 19:24:00,T000469,C0137,personal_loan,WA,False,approved,False,
2024-10-18 05:11:00,T000888,C0017,mortgage,GA,False,approved,False,
2024-10-18 08:50:00,T000426,C0209,auto_loan,CA,False,approved,False,
2024-10-18 13:12:00,T000523,C0235,credit_card,FL,False,approved,False,
2024-10-18 13:37:00,T000102,C0101,credit_card,OH,False,approved,False,
2024-10-18 14:07:00,T000543,C0015,personal_loan,NY,False,approved,False,
2024-10-18 16:34:00,T000052,C0294,personal_loan,FL,False,denied,False,
2024-10-18 16:39:00,T000072,C0239,auto_loan,NY,True,approved,False,
2024-10-18 18:46:00,T000398,C0176,credit_card,NY,False,denied,False,
2024-10-18 18:55:00,T000838,C0110,credit_card,TX,True,approved,False,
2024-10-19 11:21:00,T000872,C0052,auto_loan,AZ,False,approved,False,
2024-10-19 11:57:00,T000009,C0237,mortgage,WA,False,approved,False,
2024-10-19 12:31:00,T000664,C0233,auto_loan,CA,False,approved,False,
2024-10-19 14:01:00,T000653,C0157,credit_card,FL,False,approved,False,
2024-10-19 14:34:00,T000339,C0082,mortgage,TX,True,approved,False,
2024-10-19 16:49:00,T000735,C0053,auto_loan,CA,False,approved,False,
2024-10-19 17:13:00,T000224,C0096,personal_loan,TX,False,approved,False,
2024-10-20 08:45:00,T000903,C0194,personal_loan,CO,False,approved,False,
2024-10-20 11:35:00,T000142,C0011,auto_loan,TX,False,approved,False,
2024-10-21 08:21:00,T000326,C0004,auto_loan,AZ,False,approved,False,
2024-10-21 09:24:00,T000486,C0201,auto_loan,AZ,False,approved,False,
2024-10-21 10:14:00,T000626,C0057,personal_loan,NY,True,approved,False,
2024-10-21 11:14:00,T000567,C0025,mortgage,WA,False,approved,False,
2024-10-21 12:33:00,T000078,C0271,personal_loan,OH,False,approved,False,
2024-10-21 12:57:00,T000032,C0142,personal_loan,CA,False,approved,False,
2024-10-21 13:00:00,T000412,C0045,auto_loan,TX,False,approved,False,
2024-10-21 13:16:00,T000363,C0156,mortgage,CA,False,approved,False,
2024-10-22 06:27:00,T000327,C0246,credit_card,CA,False,approved,False,
2024-10-22 08:01:00,T000637,C0147,mortgage,OH,False,approved,False,
2024-10-22 09:03:00,T000384,C0089,mortgage,WA,False,approved,False,
2024-10-22 11:10:00,T000719,C0093,auto_loan,NY,True,approved,False,
2024-10-22 11:24:00,T000510,C0087,auto_loan,GA,False,approved,False,
2024-10-22 11:32:00,T000832,C0124,credit_card,WA,False,denied,False,
2024-10-22 12:20:00,T000854,C0089,credit_card,NY,False,approved,False,
2024-10-22 12:52:00,T000315,C0013,auto_loan,NY,False,approved,False,
2024-10-22 14:48:00,T000097,C0290,credit_card,GA,False,approved,False,
2024-10-22 15:56:00,T000148,C0261,mortgage,CA,False,approved,False,
2024-10-22 16:51:00,T000189,C0165,personal_loan,CA,True,approved,False,
2024-10-22 18:59:00,T000566,C0073,credit_card,OH,True,approved,False,
2024-10-22 20:57:00,T000593,C0243,mortgage,CA,True,denied,False,
2024-10-23 08:38:00,T000925,C0071,credit_card,AZ,False,approved,False,
2024-10-23 09:03:00,T000696,C0264,auto_loan,FL,False,approved,False,
2024-10-23 09:32:00,T000119,C0266,personal_loan,OH,False,approved,False,
2024-10-23 10:28:00,T000857,C0264,credit_card,AZ,False,approved,False,
2024-10-23 12:12:00,T000483,C0112,auto_loan,TX,False,approved,False,
2024-10-23 13:55:00,T000508,C0215,personal_loan,WA,True,denied,False,
2024-10-23 14:18:00,T000568,C0109,credit_card,IL,False,approved,False,
2024-10-23 14:28:00,T000831,C0246,mortgage,IL,False,denied,False,
2024-10-23 14:59:00,T000919,C0108,auto_loan,OH,False,approved,False,
2024-10-23 21:47:00,T000617,C0240,auto_loan,AZ,False,approved,False,
2024-10-24 08:27:00,T000211,C0166,personal_loan,FL,False,approved,False,
2024-10-24 12:31:00,T000933,C0012,personal_loan,CA,True,approved,False,
2024-10-24 13:42:00,T000346,C0197,mortgage,CA,False,approved,False,
2024-10-24 14:22:00,T000206,C0025,auto_loan,WA,False,approved,False,
2024-10-24 14:37:00,T000380,C0199,mortgage,FL,False,approved,False,
2024-10-24 15:36:00,T000618,C0049,personal_loan,AZ,False,approved,False,
2024-10-24 18:44:00,T000209,C0232,personal_loan,FL,False,approved,False,
2024-10-25 08:56:00,T000505,C0197,mortgage,FL,False,approved,False,
2024-10-25 10:28:00,T000039,C0129,auto_loan,AZ,False,approved,False,
2024-10-25 12:10:00,T000292,C0215,mortgage,TX,False,denied,False,
2024-10-25 12:13:00,T000509,C0109,personal_loan,CA,True,approved,False,
2024-10-25 12:20:00,T000216,C0275,auto_loan,TX,False,approved,False,
2024-10-25 12:23:00,T000890,C0152,credit_card,NY,False,approved,False,
2024-10-25 13:18:00,T000779,C0064,personal_loan,IL,False,approved,False,
2024-10-25 13:29:00,T000143,C0158,credit_card,CA,False,approved,False,
2024-10-25 15:21:00,T000281,C0009,auto_loan,IL,False,approved,False,
2024-10-25 16:18:00,T000744,C0069,mortgage,AZ,False,approved,False,
2024-10-25 16:26:00,T000111,C0049,mortgage,CO,False,denied,False,
2024-10-26 00:29:00,T000855,C0203,mortgage,TX,False,denied,False,
2024-10-26 06:05:00,T000152,C0060,mortgage,CA,False,denied,False,
2024-10-26 08:14:00,T000450,C0238,mortgage,CO,False,approved,False,
2024-10-26 08:34:00,T000573,C0211,credit_card,TX,False,approved,False,
2024-10-26 09:26:00,T000299,C0295,credit_card,FL,False,approved,False,
2024-10-26 11:25:00,T000413,C0278,mortgage,FL,False,denied,False,
2024-10-26 11:26:00,T000814,C0175,auto_loan,WA,False,approved,False,
2024-10-26 12:51:00,T000534,C0017,auto_loan,CO,False,approved,False,
2024-10-26 14:21:00,T000660,C0014,credit_card,IL,False,approved,False,
2024-10-26 14:30:00,T000096,C0081,auto_loan,CA,False,approved,False,
2024-10-26 17:08:00,T000399,C0213,personal_loan,GA,False,approved,False,
2024-10-26 17:28:00,T000481,C0020,personal_loan,CA,True,approved,False,
2024-10-26 18:01:00,T000314,C0090,auto_loan,CA,False,approved,False,
2024-10-27 07:31:00,T000841,C0007,credit_card,OH,False,approved,False,
2024-10-27 07:59:00,T000353,C0112,mortgage,NY,False,approved,False,
2024-10-27 08:48:00,T000495,C0219,mortgage,IL,True,approved,False,
2024-10-27 10:42:00,T000263,C0024,mortgage,OH,False,denied,False,
2024-10-27 11:44:00,T000271,C0054,credit_card,CO,False,approved,False,
2024-10-27 11:46:00,T000419,C0211,personal_loan,TX,False,approved,False,
2024-10-27 12:30:00,T000154,C0159,auto_loan,TX,False,denied,False,
2024-10-27 15:27:00,T000638,C0107,mortgage,OH,True,denied,False,
2024-10-27 19:26:00,T000796,C0136,auto_loan,AZ,True,approved,False,
2024-10-27 23:38:00,T000342,C0091,personal_loan,NY,False,denied,False,
2024-10-28 00:45:00,T000307,C0253,auto_loan,NY,False,approved,False,
2024-10-28 09:24:00,T000928,C0069,personal_loan,FL,False,denied,False,
2024-10-28 09:36:00,T000526,C0218,credit_card,OH,False,approved,False,
2024-10-28 10:43:00,T000226,C0225,credit_card,FL,True,approved,False,
2024-10-28 10:46:00,T000190,C0213,personal_loan,CA,False,approved,False,
2024-10-28 10:46:00,T000442,C0145,auto_loan,CA,True,approved,False,
2024-10-28 12:19:00,T000802,C0067,mortgage,NY,True,approved,False,
2024-10-28 14:42:00,T000136,C0234,credit_card,CO,False,approved,False,
2024-10-28 15:17:00,T000400,C0156,credit_card,CO,False,approved,False,
2024-10-28 15:28:00,T000333,C0132,mortgage,CO,False,approved,False,
2024-10-28 15:31:00,T000239,C0151,auto_loan,FL,False,approved,False,
2024-10-29 07:03:00,T000167,C0122,personal_loan,OH,False,approved,False,
2024-10-29 08:27:00,T000338,C0129,credit_card,NY,False,approved,False,
2024-10-29 09:21:00,T000088,C0152,personal_loan,CA,False,denied,False,
2024-10-29 09:37:00,T000799,C0180,auto_loan,WA,True,approved,False,
2024-10-29 10:42:00,T000749,C0192,personal_loan,AZ,False,approved,False,
2024-10-29 10:43:00,T000595,C0051,personal_loan,TX,False,approved,False,
2024-10-29 12:56:00,T000748,C0048,auto_loan,CO,True,denied,False,
2024-10-29 13:25:00,T000368,C0007,personal_loan,FL,False,approved,False,
2024-10-29 13:55:00,T000309,C0236,personal_loan,TX,False,approved,False,
2024-10-29 15:11:00,T000554,C0223,personal_loan,CA,False,approved,False,
2024-10-29 15:48:00,T000403,C0238,mortgage,GA,True,approved,False,
2024-10-29 15:55:00,T000525,C0264,auto_loan,WA,False,denied,False,
2024-10-29 16:53:00,T000321,C0203,mortgage,CA,False,denied,False,
2024-10-29 22:44:00,T000447,C0187,personal_loan,TX,True,approved,False,
2024-10-30 08:14:00,T000077,C0131,mortgage,TX,False,approved,False,
2024-10-30 09:11:00,T000294,C0083,auto_loan,NY,False,approved,False,
2024-10-30 09:17:00,T000632,C0003,auto_loan,IL,True,approved,False,
2024-10-30 11:23:00,T000254,C0063,auto_loan,TX,False,approved,False,
2024-10-30 14:16:00,T000066,C0129,personal_loan,CA,True,approved,False,
2024-10-30 16:59:00,T000607,C0231,mortgage,CA,False,denied,False,
2024-10-30 19:28:00,T000646,C0142,personal_loan,AZ,False,denied,False,
2024-10-31 07:05:00,T000738,C0120,credit_card,TX,False,approved,False,
2024-10-31 11:33:00,T000371,C0243,mortgage,FL,False,approved,False,
2024-10-31 11:40:00,T000197,C0006,personal_loan,NY,False,approved,False,
2024-10-31 13:46:00,T000627,C0061,personal_loan,WA,False,approved,False,
2024-10-31 14:58:00,T000169,C0275,credit_card,WA,False,approved,False,
2024-10-31 16:57:00,T000199,C0285,personal_loan,TX,False,approved,False,
2024-10-31 19:27:00,T000487,C0176,personal_loan,NY,False,approved,False,
2024-11-01 14:14:00,T000268,C0131,credit_card,AZ,True,approved,False,
2024-11-01 16:16:00,T000044,C0121,credit_card,WA,False,approved,False,
2024-11-01 17:11:00,T000139,C0166,mortgage,TX,True,approved,False,
2024-11-02 08:18:00,T000301,C0089,personal_loan,NY,False,approved,False,
2024-11-02 09:14:00,T000765,C0212,auto_loan,NY,True,approved,False,
2024-11-02 10:22:00,T000201,C0237,credit_card,CO,True,approved,False,
2024-11-02 11:26:00,T000746,C0250,credit_card,NY,False,approved,False,
2024-11-02 11:46:00,T000521,C0194,credit_card,WA,False,approved,False,
2024-11-02 14:09:00,T000063,C0244,personal_loan,AZ,False,approved,False,
2024-11-02 16:14:00,T000630,C0031,mortgage,NY,False,approved,False,
2024-11-02 16:46:00,T000053,C0295,auto_loan,NY,True,denied,False,
2024-11-02 17:26:00,T000194,C0120,credit_card,CA,True,approved,False,
2024-11-03 09:49:00,T000068,C0051,mortgage,WA,False,approved,False,
2024-11-03 11:12:00,T000628,C0276,credit_card,TX,False,approved,False,
2024-11-03 11:15:00,T000913,C0280,credit_card,IL,True,approved,False,
2024-11-03 11:57:00,T000770,C0017,auto_loan,TX,False,approved,False,
2024-11-03 12:36:00,T000498,C0264,auto_loan,NY,False,approved,False,
2024-11-03 13:21:00,T000022,C0105,auto_loan,GA,False,approved,False,
2024-11-03 14:13:00,T000909,C0153,credit_card,TX,False,approved,False,
2024-11-03 14:34:00,T000332,C0264,credit_card,OH,False,approved,False,
2024-11-03 14:49:00,T000576,C0146,auto_loan,WA,False,approved,False,
2024-11-03 15:12:00,T000374,C0266,mortgage,TX,False,approved,False,
2024-11-03 15:48:00,T000393,C0159,mortgage,NY,False,denied,False,
2024-11-04 10:47:00,T000094,C0163,personal_loan,TX,False,approved,False,
2024-11-04 10:56:00,T000634,C0257,mortgage,AZ,True,approved,False,
2024-11-04 11:03:00,T000379,C0258,mortgage,FL,False,approved,False,
2024-11-04 11:11:00,T000188,C0065,auto_loan,NY,False,approved,False,
2024-11-04 17:25:00,T000758,C0037,credit_card,FL,False,approved,False,
2024-11-04 18:05:00,T000614,C0068,mortgage,FL,True,approved,False,
2024-11-05 08:43:00,T000440,C0208,mortgage,CO,False,approved,False,
2024-11-05 09:04:00,T000809,C0275,credit_card,GA,False,approved,False,
2024-11-05 12:03:00,T000552,C0069,personal_loan,TX,True,approved,False,
2024-11-06 01:17:00,T000373,C0038,auto_loan,FL,False,denied,False,
2024-11-06 10:40:00,T000585,C0006,auto_loan,IL,False,approved,False,
2024-11-06 11:12:00,T000065,C0151,mortgage,GA,True,denied,False,
2024-11-06 13:38:00,T000687,C0148,mortgage,CA,True,denied,False,
2024-11-06 14:31:00,T000144,C0133,credit_card,NY,False,approved,False,
2024-11-06 15:47:00,T000027,C0127,auto_loan,IL,False,approved,False,
2024-11-06 16:43:00,T000164,C0125,personal_loan,NY,False,denied,False,
2024-11-06 18:13:00,T000163,C0143,auto_loan,FL,False,approved,False,
2024-11-07 06:38:00,T000165,C0190,mortgage,CA,False,approved,False,
2024-11-07 08:30:00,T000572,C0048,mortgage,TX,False,approved,False,
2024-11-07 08:38:00,T000496,C0083,credit_card,IL,True,approved,False,
2024-11-07 09:45:00,T000248,C0253,personal_loan,CA,False,approved,False,
2024-11-07 10:50:00,T000425,C0033,auto_loan,FL,False,approved,False,
2024-11-07 11:08:00,T000464,C0264,credit_card,CA,False,approved,False,
2024-11-07 13:55:00,T000929,C0103,personal_loan,IL,False,approved,False,
